"row","date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"9650",2015-02-18 07:37:00,20.7,27.1,0,1422,0.00408923331117716,0
"9651",2015-02-18 07:38:00,20.745,27.1,0,1420,0.00410065919199739,0
"9652",2015-02-18 07:38:59,20.76,27.1333333333333,0,1426.33333333333,0.00410955598227716,0
"9653",2015-02-18 07:40:00,20.7,27.2,0,1427,0.00410442230430706,0
"9654",2015-02-18 07:40:59,20.7,27.15,0,1430,0.00409682771562157,0
"9655",2015-02-18 07:41:59,20.7,27.1,0,1414.5,0.00408923331117716,0
"9656",2015-02-18 07:43:00,20.745,27.15,0,1414,0.00410827495549355,0
"9657",2015-02-18 07:44:00,20.7,27.2,0,1413.5,0.00410442230430706,0
"9658",2015-02-18 07:45:00,20.7,27.2,0,1411,0.00410442230430706,0
"9659",2015-02-18 07:46:00,20.73,27.2,0,1412.33333333333,0.00411206490026402,0
"9660",2015-02-18 07:46:59,20.745,27.2,0,1412.5,0.00411589090426523,0
"9661",2015-02-18 07:47:59,20.745,27.2,0,1410.5,0.00411589090426523,0
"9662",2015-02-18 07:49:00,20.7,27.2,0,1412,0.00410442230430706,0
"9663",2015-02-18 07:50:00,20.7,27.15,0,1405,0.00409682771562157,0
"9664",2015-02-18 07:51:00,20.7,27.2,0,1407,0.00410442230430706,0
"9665",2015-02-18 07:52:00,20.7,27.2,0,1420.33333333333,0.00410442230430706,0
"9666",2015-02-18 07:53:00,20.7,27.2,0,1437,0.00410442230430706,0
"9667",2015-02-18 07:53:59,20.745,27.2,0,1439.66666666667,0.00411589090426523,0
"9668",2015-02-18 07:54:59,20.79,27.2,0,1443,0.00412738776706512,0
"9669",2015-02-18 07:56:00,20.7,27.2,0,1437,0.00410442230430706,0
"9670",2015-02-18 07:57:00,20.7,27.2,0,1421.5,0.00410442230430706,0
"9671",2015-02-18 07:58:00,20.7,27.2,0,1404,0.00410442230430706,0
"9672",2015-02-18 07:59:00,20.7,27.2,0,1404.5,0.00410442230430706,0
"9673",2015-02-18 07:59:59,20.7,27.1666666666667,0,1408.66666666667,0.00409935922471184,0
"9674",2015-02-18 08:00:59,20.7,27.2,0,1400,0.00410442230430706,0
"9675",2015-02-18 08:02:00,20.7,27.2,0,1401,0.00410442230430706,0
"9676",2015-02-18 08:03:00,20.7,27.15,0,1404,0.00409682771562157,0
"9677",2015-02-18 08:04:00,20.7,27.2,0,1406.5,0.00410442230430706,0
"9678",2015-02-18 08:05:00,20.7,27.2,0,1406,0.00410442230430706,0
"9679",2015-02-18 08:06:00,20.7,27.15,0,1413.5,0.00409682771562157,0
"9680",2015-02-18 08:06:59,20.7,27.15,0,1428,0.00409682771562157,0
"9681",2015-02-18 08:08:00,20.7,27.2,0,1443,0.00410442230430706,0
"9682",2015-02-18 08:09:00,20.7,27.2,0,1451.5,0.00410442230430706,0
"9683",2015-02-18 08:10:00,20.7,27.2,0,1434.5,0.00410442230430706,0
"9684",2015-02-18 08:10:59,20.7,27.2,0,1429.5,0.00410442230430706,0
"9685",2015-02-18 08:12:00,20.7,27.2,0,1423,0.00410442230430706,0
"9686",2015-02-18 08:12:59,20.7,27.2,0,1432.33333333333,0.00410442230430706,0
"9687",2015-02-18 08:13:59,20.7,27.2,9.33333333333333,1427.66666666667,0.00410442230430706,0
"9688",2015-02-18 08:15:00,20.7,27.2,14,1430,0.00410442230430706,0
"9689",2015-02-18 08:16:00,20.7,27.2,14,1430,0.00410442230430706,0
"9690",2015-02-18 08:17:00,20.7,27.1333333333333,14,1433,0.00409429622700254,0
"9691",2015-02-18 08:18:00,20.745,27.1,14,1432.25,0.00410065919199739,0
"9692",2015-02-18 08:19:00,20.7,27.1,14,1434,0.00408923331117716,0
"9693",2015-02-18 08:19:59,20.79,27.1,14,1426.75,0.00411211322882893,0
"9694",2015-02-18 08:21:00,20.79,27.1,14,1415.5,0.00411211322882893,0
"9695",2015-02-18 08:22:00,20.79,27.1,14,1405,0.00411211322882893,0
"9696",2015-02-18 08:23:00,20.79,27.1,14,1404,0.00411211322882893,0
"9697",2015-02-18 08:23:59,20.79,27.1,14,1421,0.00411211322882893,0
"9698",2015-02-18 08:25:00,20.79,27.1,14,1437.75,0.00411211322882893,0
"9699",2015-02-18 08:25:59,20.79,27,14,1482,0.00409683943582711,0
"9700",2015-02-18 08:26:59,20.79,27.025,14,1477.25,0.00410065781421483,0
"9701",2015-02-18 08:28:00,20.79,27,14,1477.66666666667,0.00409683943582711,0
"9702",2015-02-18 08:29:00,20.79,27,14,1475.25,0.00409683943582711,0
"9703",2015-02-18 08:30:00,20.79,27,14,1471.25,0.00409683943582711,0
"9704",2015-02-18 08:31:00,20.8233333333333,27.0333333333333,14,1468,0.00411041208416711,0
"9705",2015-02-18 08:31:59,20.84,27.025,14,1472.5,0.00411338183772193,0
"9706",2015-02-18 08:32:59,20.815,26.9725,14,1461.25,0.00409898442475371,0
"9707",2015-02-18 08:34:00,20.84,27,14,1438,0.00410955153343404,0
"9708",2015-02-18 08:35:00,20.8233333333333,27.0333333333333,14,1444,0.00411041208416711,0
"9709",2015-02-18 08:36:00,20.89,27.05,14,1433.25,0.00412998298915598,0
